"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"US1TXTV0292","AUSTIN 7.6 W, TX US","30.295181","-97.877516","239.9","2024-05-01",,,,,"0.00","T,,N",,,,,,
"US1TXTV0292","AUSTIN 7.6 W, TX US","30.295181","-97.877516","239.9","2024-05-02",,,,,"0.21",",,N",,,,,,
"US1TXTV0292","AUSTIN 7.6 W, TX US","30.295181","-97.877516","239.9","2024-05-03",,,,,"0.02",",,N",,,,,,
"US1TXTV0292","AUSTIN 7.6 W, TX US","30.295181","-97.877516","239.9","2024-05-04",,,,,"0.06",",,N",,,,,,
"US1TXTV0292","AUSTIN 7.6 W, TX US","30.295181","-97.877516","239.9","2024-05-05",,,,,"0.37",",,N",,,,,,
"US1TXTV0292","AUSTIN 7.6 W, TX US","30.295181","-97.877516","239.9","2024-05-14","    9",",,N","0.19",",,N",,,,,"0.0",",,N","0.0",",,N"
"US1TXTV0292","AUSTIN 7.6 W, TX US","30.295181","-97.877516","239.9","2024-05-15",,,,,"0.00",",,N","0.0",",,N",,,,
"US1TXTV0292","AUSTIN 7.6 W, TX US","30.295181","-97.877516","239.9","2024-05-16",,,,,"0.00",",,N","0.0",",,N",,,,
"US1TXTV0292","AUSTIN 7.6 W, TX US","30.295181","-97.877516","239.9","2024-05-17",,,,,"0.88",",,N",,,,,,
"US1TXTV0292","AUSTIN 7.6 W, TX US","30.295181","-97.877516","239.9","2024-05-18",,,,,"0.00","T,,N",,,,,,
"US1TXTV0292","AUSTIN 7.6 W, TX US","30.295181","-97.877516","239.9","2024-05-19",,,,,"0.00",",,N","0.0",",,N",,,,
"US1TXTV0292","AUSTIN 7.6 W, TX US","30.295181","-97.877516","239.9","2024-05-20",,,,,"0.00",",,N","0.0",",,N",,,,
